"","seqn","ridstatr","riagendr","ridageyr","ridreth1","ridexmon","ridexagy","dmdborn4","dmdeduc3","sialang","wtint","wtmec","sdmvpsu","sdmvstra","indhhin2","indfmin2","indfmpir","dmdhhsiz","dmdfmsiz","dmdhhsza","dmdhhszb","dmdhhszf","dmdhrgnd","dmdhrage","dmdhrbr4","dmdhredu","dmdhrmar"
"1326",73242,2,1,15,4,2,15,1,9,1,14834.408422,14956.502024,11,1,7,7,1.13,6,6,0,2,2,2,41,2,4,5
"1327",73243,2,2,3,4,2,3,1,NA,1,17474.610153,19145.921859,10,1,15,15,5,3,3,1,0,2,1,39,1,4,1
"1328",73244,2,2,8,1,1,8,1,2,1,47318.733221,47583.468215,4,1,NA,3,0.68,4,3,1,2,2,2,29,1,3,5
"1329",73245,2,2,13,2,1,13,1,8,1,25433.099306,25625.422734,15,1,6,6,0.97,6,6,0,3,1,2,35,2,4,4
"1330",73246,2,1,15,4,2,15,1,8,1,13350.96758,13365.21676,11,1,3,3,0.44,5,5,0,4,2,2,37,1,3,3
"1331",73247,2,1,12,2,2,12,1,5,2,12003.339869,11930.149657,7,1,13,13,NA,3,3,0,1,2,2,50,2,3,4
"1332",73248,2,1,6,2,1,6,1,0,1,20253.708771,20741.213552,1,1,14,14,3.93,3,3,0,1,2,2,32,1,4,1
"1333",73249,2,1,14,5,2,14,1,9,1,38086.355149,40175.600998,8,1,12,12,NA,5,5,0,2,2,2,43,2,5,1
"1334",73250,2,1,7,1,2,7,1,1,2,27368.440757,28130.848527,13,1,5,5,0.74,5,5,1,2,2,1,41,2,2,1
"1335",73251,2,2,11,1,2,11,1,5,2,10965.248095,11280.900389,11,1,3,3,0.43,4,4,0,3,2,2,41,2,2,6
"1336",73252,2,1,11,3,1,11,1,4,1,101193.698251,104673.893997,4,1,14,14,3.47,4,4,0,2,2,1,34,1,3,1
"1337",73253,2,2,8,4,1,8,1,1,1,24200.043531,25420.440783,14,1,NA,3,0.62,5,4,0,3,2,2,58,1,4,5
"1338",73254,2,1,14,3,1,14,1,8,1,28396.492841,30028.604084,14,1,15,15,5,6,6,0,4,2,2,46,1,5,1
"1339",73255,2,2,8,3,2,8,1,3,1,41410.836674,42363.735636,8,1,15,15,5,4,4,0,2,2,1,52,1,5,1
"1340",73256,2,2,3,4,1,3,1,NA,1,25618.862393,27021.845615,15,1,8,8,1.55,6,6,2,2,2,2,29,1,4,1
"1341",73257,2,1,5,3,2,5,1,NA,1,45708.481584,44852.186277,9,1,15,15,3.7,5,5,1,2,2,1,42,1,1,1
"1342",73258,2,1,14,4,2,14,1,8,1,25271.445587,25479.440521,12,1,9,9,2.39,4,4,1,1,2,2,30,1,4,1
"1343",73259,2,2,8,3,1,8,1,2,1,52114.209299,51781.84623,5,1,77,77,NA,6,6,0,4,2,2,42,1,5,1
"1344",73260,2,2,14,3,1,14,1,8,1,50369.991506,51530.628687,5,1,8,8,3.3,2,2,0,1,2,2,50,1,5,3
"1345",73261,2,1,15,4,1,15,1,9,1,31017.854826,30976.127706,3,1,4,4,0.65,4,4,0,2,2,2,36,1,4,4
"1346",73262,2,2,3,1,1,3,1,NA,2,32347.964347,34556.100787,2,1,13,13,NA,7,7,1,4,2,1,36,2,1,1
"1347",73263,2,1,15,3,2,15,1,9,1,33854.53791,35711.645332,8,1,15,15,4.44,5,5,0,2,2,1,50,1,4,1
"1348",73264,2,1,9,3,1,9,1,3,1,47620.447942,49730.499812,13,1,9,9,2.6,4,4,0,2,2,2,40,1,4,1
"1349",73265,2,2,14,4,1,14,1,7,1,30528.773436,31837.289213,3,1,15,15,4.29,7,7,1,2,2,2,56,1,2,1
"1350",73266,2,1,13,1,1,13,2,6,2,24072.464891,24029.200532,14,1,5,5,1.04,4,4,1,1,2,1,42,2,3,1
"1351",73267,2,2,9,3,2,9,1,3,1,47330.777855,48676.900992,13,1,15,15,5,3,3,0,1,2,2,42,1,5,1
"1352",73268,2,2,10,2,2,10,1,3,1,13405.308939,13791.202307,10,1,7,7,1.48,5,5,1,2,1,1,60,2,2,1
"1353",73269,2,1,7,3,2,7,1,1,1,49073.519574,50001.274959,8,1,15,15,5,6,6,0,4,2,2,48,1,5,1
"1354",73270,2,1,12,3,1,12,1,5,1,44072.320678,46938.898635,13,1,5,5,0.65,6,6,1,2,2,1,43,1,3,1
"1355",73271,2,2,15,4,2,15,1,9,1,16847.978465,18539.325346,10,1,8,8,1.85,5,5,0,1,1,2,53,1,4,1
"1356",73272,2,2,4,4,2,4,1,NA,1,28574.645151,30064.815552,9,1,15,15,5,4,4,2,0,2,2,44,1,5,1
"1357",73273,2,1,7,2,1,7,2,0,2,22342.774946,22965.181804,15,1,2,2,0.26,5,5,0,3,2,2,38,2,4,4
"1358",73274,2,2,11,1,2,11,1,4,1,26342.055679,26841.140111,6,1,9,6,2.6,3,1,0,2,2,2,35,1,3,1
"1359",73275,2,1,3,3,1,3,1,NA,1,49472.31198,48545.505682,4,1,7,7,1.48,5,5,2,1,2,1,40,1,5,1
"1360",73276,2,2,3,3,1,3,1,NA,1,33087.373217,34990.610693,14,1,9,9,2.6,4,4,2,0,2,1,37,1,5,1
"1361",73277,2,1,3,4,1,4,1,NA,1,37643.004343,43575.326517,14,1,10,10,3.4,3,3,1,0,2,2,26,1,5,1
"1362",73278,2,2,11,3,2,11,1,4,1,45076.93129,46358.953326,6,1,14,14,4.19,3,3,0,1,2,1,40,2,3,1
"1363",73279,2,1,11,3,1,11,1,5,1,37124.394624,38493.924608,14,1,15,15,5,6,6,0,4,2,2,46,1,5,1
"1364",73280,2,2,5,4,2,5,1,NA,1,14678.458071,15593.088397,11,1,5,5,0.87,4,4,1,1,2,2,29,1,3,6
"1365",73281,2,2,3,1,1,3,1,NA,2,18500.765574,20027.436328,1,1,13,13,NA,6,6,2,1,2,1,31,2,2,6
"1366",73282,2,1,6,4,2,6,1,0,1,15189.201871,16521.222909,10,1,8,8,2.62,3,3,0,1,2,1,37,2,4,1
"1367",73283,2,1,4,4,2,4,1,NA,1,17902.448816,20723.772351,10,1,14,14,2.96,5,5,2,0,1,2,61,1,4,5
"1368",73284,2,2,15,3,1,15,1,8,1,78734.998715,80652.282883,4,1,8,8,1.61,6,6,0,2,1,1,35,1,4,1
"1369",73285,2,2,14,2,1,14,1,8,1,23636.710349,23758.055174,1,1,6,6,1.48,4,4,1,1,1,2,63,2,1,77
"1370",73286,2,1,7,2,2,7,1,0,1,31664.36892,32638.123346,6,1,9,9,2.43,4,4,0,1,2,1,55,2,1,1
"1371",73287,2,1,5,2,2,5,2,NA,1,36415.511879,36992.390315,6,1,6,6,1.08,4,4,1,1,2,1,37,2,3,1
"1372",73288,2,1,14,4,1,15,1,8,1,26574.170542,26602.532542,15,1,14,14,2.96,5,5,0,3,2,2,30,1,3,1
"1373",73289,2,1,14,2,2,14,2,8,2,12003.339869,11930.149657,7,1,5,5,1.04,4,4,1,1,2,2,39,2,5,1
"1374",73290,2,2,13,5,2,13,2,55,1,13721.432743,14190.337877,10,1,14,14,3.33,5,5,0,3,2,2,42,2,1,1
"1375",73291,2,2,7,3,2,7,1,1,1,31051.9881,32073.30111,12,1,15,15,5,5,5,0,2,1,1,60,1,5,1
"1376",73292,2,2,3,3,2,3,1,NA,1,18497.969152,18832.139562,10,1,8,8,1.43,7,7,1,2,1,2,60,1,3,1
"1377",73293,2,1,14,2,2,14,1,7,1,16112.615465,16014.368997,7,1,15,15,5,3,3,0,1,2,2,50,1,5,1
"1378",73294,2,1,9,2,2,9,1,2,1,25877.946238,26532.924037,6,1,4,4,0.52,7,7,0,3,2,2,43,2,3,1
"1379",73295,2,1,8,1,1,8,1,2,2,33045.950141,33438.380754,2,1,2,2,0.3,5,5,1,2,2,1,46,2,1,6
"1380",73296,2,2,3,1,2,3,1,NA,1,28784.208298,32445.275446,13,1,7,7,2.1,3,3,1,0,2,1,33,2,1,1
"1381",73297,2,1,10,1,1,10,1,4,1,33045.950141,33438.380754,2,1,14,14,3.47,4,4,0,3,2,1,41,1,4,3
"1382",73298,2,1,5,4,1,5,1,NA,1,32937.6288,36968.482259,14,1,6,6,1.21,4,4,1,2,2,2,37,1,4,3
"1383",73299,2,2,4,5,2,4,1,NA,1,22989.724115,23470.9646,7,1,4,4,0.82,4,4,1,1,2,1,49,2,5,1
"1384",73300,2,1,11,4,1,11,1,5,1,24655.826054,26818.02518,14,1,2,2,0.5,2,2,0,1,2,1,46,1,3,5
"1385",73301,2,1,11,1,2,11,1,5,2,25348.91253,25603.136419,9,1,8,8,1.45,6,6,1,3,2,1,33,2,1,1
"1386",73302,2,2,7,3,1,7,1,1,1,54686.954525,54338.183542,5,1,14,14,2.78,5,5,0,3,2,1,35,1,2,1
"1387",73303,2,1,3,4,2,3,1,NA,1,27327.278423,30671.546325,12,1,1,1,0.16,3,3,1,1,2,2,34,1,4,3
"1388",73304,2,2,10,4,1,10,1,3,1,24200.043531,26218.036208,14,1,15,15,5,3,3,0,1,2,2,45,1,5,1
"1389",73305,2,2,14,4,2,14,1,8,1,16847.978465,17975.32883,10,1,5,5,0.87,4,4,1,1,2,2,33,1,4,3
"1390",73306,2,1,11,3,2,11,1,4,1,28900.727269,30181.312318,5,1,10,10,2.82,4,4,0,2,2,1,30,1,5,1
"1391",73307,2,1,11,5,2,11,1,4,1,25067.209735,25792.929619,6,1,7,7,1.16,6,6,2,3,2,2,31,1,4,3
"1392",73308,2,2,15,4,2,15,1,9,1,13586.712811,14950.665429,11,1,4,4,0.65,4,4,0,2,1,2,42,1,3,5
"1393",73309,2,1,4,2,2,4,1,NA,1,13631.186754,13980.852377,10,1,7,7,1.83,3,3,1,1,2,2,22,1,2,4
"1394",73310,2,1,6,2,2,6,1,0,1,12656.452575,13102.11207,10,1,7,7,1.83,3,3,1,1,2,2,22,1,2,4
"1395",73311,2,1,14,4,2,14,1,7,1,16555.646491,16691.906627,10,1,6,6,1.68,3,3,0,2,2,2,47,NA,NA,99
"1396",73312,2,2,6,4,2,6,1,0,1,20077.988353,20940.670859,12,1,3,3,0.37,5,5,1,3,2,2,29,1,3,5
"1397",73313,2,1,11,4,2,11,2,5,1,23028.500355,23695.197637,8,1,15,15,5,6,6,1,3,2,2,36,2,5,1
"1398",73314,2,1,13,1,1,13,1,7,1,38697.635998,37757.295304,2,1,3,3,0.48,5,5,1,2,2,1,32,2,2,1
"1399",73315,2,1,7,1,1,7,1,1,1,41836.540184,42898.355167,4,1,6,6,0.93,5,5,0,2,1,1,61,1,3,1
"1400",73316,2,1,5,4,2,5,1,NA,1,27327.278423,31633.901196,12,1,9,9,2.6,4,4,1,0,2,1,55,1,4,1
"1401",73317,2,1,10,1,1,10,1,4,2,33045.950141,33884.659195,2,1,7,7,1.74,4,4,0,2,2,1,43,2,1,1
"1402",73318,2,2,7,4,2,8,1,2,1,14401.160321,15127.404324,10,1,10,10,2.82,4,4,0,2,2,1,42,1,3,1
"1403",73319,2,1,11,1,1,11,1,5,2,32079.425024,32893.603587,2,1,4,4,0.56,5,5,0,3,2,2,39,2,1,5
"1404",73320,2,2,3,1,1,3,1,NA,1,18500.765574,20027.436328,1,1,6,6,1.34,4,4,1,1,2,1,26,1,3,1
"1405",73321,2,2,14,2,2,14,1,7,2,25762.473279,25507.057806,8,1,3,3,0.31,7,7,1,4,2,2,52,2,1,1
"1406",73322,2,2,15,1,1,15,1,7,2,35810.965668,35948.817472,2,1,6,6,1.62,3,3,0,1,2,1,57,2,1,1
"1407",73323,2,2,10,1,1,10,1,5,2,20616.946721,21008.991996,1,1,4,4,0.48,6,6,1,2,2,1,38,2,2,1
"1408",73324,2,1,6,4,2,6,1,0,1,11675.963818,12699.890525,11,1,77,77,NA,3,3,0,1,2,1,51,1,3,1
"1409",73325,2,1,15,3,1,15,1,8,1,52684.108015,53977.62039,5,1,15,15,3.7,5,5,0,3,2,1,43,1,2,1
"1410",73326,2,2,7,1,2,7,1,1,1,10434.109811,10688.228599,7,1,6,6,0.77,7,7,2,2,2,2,38,2,3,1
"1411",73327,2,1,11,5,2,11,2,4,1,19149.964563,24014.261867,10,1,9,9,1.17,7,7,1,4,2,1,36,2,3,2
"1412",73328,2,2,5,5,1,5,2,NA,1,56823.21414,56950.248981,3,1,5,5,0.77,6,6,3,1,2,2,32,2,3,1
"1413",73329,2,2,12,3,2,12,1,6,1,13970.586322,13898.727354,7,1,1,1,0.08,6,6,1,2,1,1,40,2,1,1
"1414",73330,2,2,15,5,2,15,1,9,1,11479.466812,12130.445628,7,1,7,7,1.84,4,4,0,2,1,2,79,2,3,2
"1415",73331,2,1,9,2,1,9,1,3,2,20253.708771,20767.749639,1,1,12,9,1.72,7,7,0,2,2,2,24,2,1,1
"1416",73332,2,1,4,2,2,4,1,NA,2,13631.186754,13881.522877,10,1,6,6,0.93,5,5,2,1,2,1,34,2,1,1
"1417",73333,2,2,6,1,2,6,1,0,2,28987.775314,35810.642105,13,1,7,7,0.75,7,7,1,4,2,1,45,2,1,1
"1418",73334,2,1,3,3,1,3,1,NA,1,56653.808474,55592.465182,5,1,2,2,0.26,3,3,2,0,2,2,24,1,3,5
"1419",73335,2,1,15,4,2,15,1,9,1,25271.445587,26278.88713,5,1,3,3,0.86,2,2,0,1,2,2,36,1,3,5
"1420",73336,2,2,13,3,2,13,1,7,1,28903.876028,29891.613688,12,1,15,15,4.69,4,4,0,2,2,1,46,1,3,1
"1421",73337,2,2,10,4,2,10,1,4,1,12096.797931,12706.833981,11,1,5,5,0.87,4,4,1,1,2,2,29,1,3,6
"1422",73338,2,2,11,5,1,11,1,5,1,30296.032247,31823.847454,13,1,7,7,1.37,7,6,1,2,1,1,61,1,4,1
"1423",73339,2,2,11,4,2,11,1,4,1,24110.412891,25084.044986,6,1,15,15,5,7,7,2,4,2,2,38,1,5,1
"1424",73340,2,2,12,3,1,13,1,6,1,50369.991506,51596.556424,12,1,12,12,NA,3,3,0,2,2,2,50,1,5,3
"1425",73341,2,2,11,5,1,11,1,5,1,67411.98296,68967.886551,2,1,6,6,0.81,6,6,0,3,2,1,42,1,5,1
"1426",73342,2,1,3,1,1,3,1,NA,2,33125.648875,33209.47866,2,1,2,2,0.3,5,5,1,2,2,1,46,2,1,6
"1427",73343,2,1,5,3,1,5,1,NA,1,41389.190258,42218.871952,13,1,14,14,3.25,4,4,1,1,2,1,41,1,4,1
"1428",73344,2,1,14,4,2,14,1,8,1,18126.225249,18275.411928,10,1,5,5,0.78,5,5,0,2,2,1,52,2,5,1
"1429",73345,2,1,7,3,1,7,1,0,1,101193.698251,104673.893997,4,1,10,10,2.82,4,4,0,2,2,1,42,1,3,1
"1430",73346,2,2,14,3,2,15,1,9,1,28903.876028,29891.613688,5,1,4,4,0.59,5,5,1,2,2,1,45,1,3,1
"1431",73347,2,2,5,3,2,5,1,NA,1,38792.636971,39604.677488,9,1,6,6,1.98,2,2,1,0,2,2,26,1,3,5
"1432",73348,2,1,7,3,1,7,1,1,1,37039.520653,38680.733897,14,1,15,15,5,4,4,0,2,2,1,38,1,5,1
"1433",73349,2,2,14,3,2,14,1,8,1,28903.876028,29891.613688,4,1,15,15,5,4,4,0,2,2,1,46,1,3,1
"1434",73350,2,2,15,5,2,15,1,9,1,13586.712811,14392.853466,11,1,15,15,4.07,5,5,0,3,2,2,52,1,5,1
"1435",73351,2,1,4,4,2,4,1,NA,1,27327.278423,30671.546325,12,1,2,2,0.42,3,3,2,0,2,2,31,1,3,4
"1436",73352,2,2,11,3,2,11,1,4,1,45076.93129,46358.953326,6,1,15,15,5,5,5,0,2,2,1,50,1,5,1
"1437",73353,2,1,7,2,2,8,1,2,2,12656.452575,13009.02574,10,1,6,6,0.93,5,5,2,1,2,1,34,2,1,1
"1438",73354,2,2,5,2,1,5,1,NA,1,31204.717211,35173.649198,15,1,6,6,1.3,4,4,2,0,2,1,28,1,4,6
"1439",73355,2,1,4,1,1,5,1,NA,2,29476.215782,36303.093062,13,1,7,7,0.75,7,7,1,4,2,1,45,2,1,1
"1440",73356,2,1,14,2,2,14,1,8,1,37079.800943,36853.70733,6,1,6,6,1.3,4,4,0,1,2,1,46,2,3,1
"1441",73357,2,1,3,3,1,3,1,NA,1,49472.31198,48545.505682,5,1,14,14,3.04,5,5,3,0,2,1,32,1,4,1
"1442",73358,2,2,15,2,2,15,1,9,2,14407.020435,17555.547583,10,1,12,9,1.66,7,7,0,4,2,2,56,2,1,4
"1443",73359,2,2,14,2,1,14,1,8,2,29671.949191,30110.250254,15,1,6,6,1.52,3,3,0,2,2,2,39,2,4,4
"1444",73360,2,1,12,3,1,12,1,6,1,52684.108015,53977.62039,12,1,10,10,2,7,7,0,2,2,1,58,1,3,1
"1445",73361,2,2,7,2,2,7,1,2,2,10965.248095,11280.900389,11,1,2,2,0.37,3,3,0,2,2,2,39,2,1,5
"1446",73362,2,2,13,3,1,13,1,7,1,31637.337327,32366.332289,3,1,5,5,0.95,4,4,0,1,1,1,60,1,4,1
"1447",73363,2,1,11,3,1,11,1,5,1,47620.447942,49730.499812,13,1,6,6,1.39,4,4,0,3,2,2,40,1,5,3
"1448",73364,2,1,9,3,1,9,1,3,1,43608.819267,45541.116728,13,1,12,10,2.82,5,4,1,2,2,1,37,1,3,1
"1449",73365,2,1,9,4,2,9,1,3,1,15189.201871,16018.620361,10,1,15,15,5,5,5,0,2,1,1,45,1,4,1
"1450",73366,2,1,4,3,1,4,1,NA,1,41389.190258,42218.871952,13,1,12,10,2.82,5,4,1,2,2,1,37,1,3,1
"1451",73367,2,1,9,3,1,9,1,3,1,53363.363478,55331.953864,2,1,10,9,1.78,7,6,0,3,2,1,59,1,3,1
"1452",73368,2,1,13,3,2,13,1,7,1,40506.034683,42954.803317,9,1,14,14,5,2,2,0,1,2,1,45,1,4,3
"1453",73369,2,1,9,4,2,9,1,3,1,13873.106684,14526.712579,10,1,15,15,4.34,4,4,0,3,2,2,40,1,5,77
"1454",73370,2,1,3,4,1,3,1,NA,1,30289.304163,33169.055895,1,1,10,10,2.44,5,5,1,3,2,2,55,1,4,77
"1455",73371,2,2,11,3,1,11,1,5,1,33864.155847,34977.962242,14,1,15,15,5,4,4,0,2,2,2,44,1,5,1
"1456",73372,2,1,5,3,2,5,1,NA,1,45708.481584,44852.186277,9,1,8,8,1.95,4,4,2,1,2,1,27,1,4,4
"1457",73373,2,2,6,3,2,6,1,0,1,25375.846811,26210.469135,5,1,10,10,2.82,4,4,0,2,2,1,30,1,5,1
"1458",73374,2,2,10,4,1,10,1,4,1,24061.180473,24704.811348,3,1,15,15,4.29,7,7,1,2,2,2,56,1,2,1
"1459",73375,2,2,9,5,2,9,1,3,1,14578.765557,15058.267316,11,1,3,3,0.52,3,3,0,2,2,2,27,2,4,4
"1460",73376,2,1,12,1,1,12,1,5,1,38697.635998,38212.326801,2,1,2,2,0.36,5,5,0,2,2,1,38,1,2,1
"1461",73377,2,2,4,3,1,4,1,NA,1,58296.363776,57501.707882,5,1,14,14,3.9,4,4,1,1,2,1,35,1,4,1
"1462",73378,2,2,5,4,2,5,1,NA,1,24362.968768,25881.051251,12,1,9,9,2.39,4,4,1,1,2,2,30,1,4,1
"1463",73379,2,2,13,4,2,13,1,8,1,29043.445178,29808.787037,9,1,4,4,0.56,5,5,2,2,2,2,37,1,3,4
"1464",73380,2,1,9,3,2,9,1,3,1,38449.749099,39980.469219,9,1,3,3,0.83,2,2,0,1,2,2,30,1,2,4
"1465",73381,2,1,10,3,2,10,1,4,1,18127.520868,18796.250517,10,1,8,8,1.43,7,7,1,2,1,2,60,1,3,1
"1466",73382,2,1,10,3,2,10,1,4,1,49826.116483,50055.69713,9,1,10,10,2.59,5,5,0,3,2,1,40,1,3,1
"1467",73383,2,1,12,4,2,12,2,6,1,17935.283698,21714.006955,10,1,10,10,2.52,5,5,0,4,2,2,37,2,4,4
"1468",73384,2,2,11,1,1,11,1,5,2,32654.750004,32837.444139,2,1,4,4,0.48,6,6,0,3,1,2,39,2,3,5
"1469",73385,2,1,14,4,2,14,1,7,1,14834.408422,14850.240844,11,1,7,7,1.23,6,6,1,3,2,2,36,1,2,5
"1470",73386,2,1,6,3,1,6,1,0,1,56320.954111,57385.725274,3,1,5,5,0.63,7,7,0,4,2,2,36,2,4,1
"1471",73387,2,2,3,3,2,4,1,NA,1,31424.340866,32220.948967,12,1,12,12,NA,5,5,1,1,2,1,40,1,5,1
"1472",73388,2,1,6,4,1,6,1,0,1,25524.286814,26918.060865,14,1,10,10,2.59,5,5,0,2,2,2,36,1,4,6
"1473",73389,2,2,3,1,1,3,1,NA,2,22210.105575,29147.589014,14,1,5,5,0.65,6,6,2,2,2,1,32,2,1,1
"1474",73390,2,1,5,3,1,5,1,NA,1,59387.80535,60002.940872,4,1,14,14,3.18,5,5,2,0,2,2,56,1,3,3
"1475",73391,2,2,15,1,1,15,1,66,2,23033.299139,23373.536966,14,1,7,7,1.74,4,4,0,2,2,1,43,2,9,1
"1476",73392,2,2,14,3,1,14,1,8,1,50369.991506,51596.556424,4,1,14,14,3.47,4,4,0,2,2,2,45,1,1,1
"1477",73393,2,1,6,2,1,6,1,0,1,25431.339062,26326.828352,15,1,10,10,2.41,5,5,1,2,2,1,29,2,2,1
"1478",73394,2,1,12,2,1,12,1,5,2,31010.622961,30954.888962,15,1,6,6,1.52,3,3,0,2,2,2,39,2,4,4
"1479",73395,2,2,9,4,2,9,1,3,1,14401.160321,15019.928938,10,1,15,15,3.72,7,7,0,4,2,1,37,1,5,1
"1480",73396,2,1,8,1,2,8,1,3,2,25348.91253,25603.136419,9,1,8,8,1.45,6,6,1,3,2,1,33,2,1,1
"1481",73397,2,1,15,3,2,15,1,8,1,33854.53791,35711.645332,8,1,15,15,5,5,5,1,2,2,1,45,1,5,1
"1482",73398,2,1,6,4,1,6,1,0,1,26405.802668,27583.228239,3,1,5,5,1.05,3,3,1,1,2,2,26,1,5,5
"1483",73399,2,2,10,3,2,10,1,4,1,29168.633713,31073.302958,12,1,6,6,1.31,3,3,1,1,2,2,28,1,4,5
"1484",73400,2,2,12,5,2,12,2,6,1,15651.156052,19436.211506,10,1,9,9,1.17,7,7,1,4,2,1,36,2,3,2
"1485",73401,2,2,6,3,2,6,1,0,1,32445.936096,33192.544987,9,1,4,4,0.69,5,4,1,1,2,2,49,1,4,3
"1486",73402,2,2,14,3,1,14,1,7,1,50423.303697,50163.946895,12,1,10,10,2,7,7,0,2,2,1,58,1,3,1
"1487",73403,2,1,12,2,1,13,1,5,2,26580.533966,31860.631573,15,1,5,5,0.65,6,6,0,4,2,2,41,2,1,5
"1488",73404,2,2,10,3,1,10,1,4,1,54629.134407,55153.90304,5,1,2,2,0.36,4,4,1,2,2,2,27,1,2,4
"1489",73405,2,2,10,2,2,10,1,3,1,24199.663423,23949.792511,8,1,14,14,2.42,6,6,1,2,2,2,41,1,5,1
"1490",73406,2,2,11,4,1,12,1,5,1,23376.639988,24555.513372,14,1,12,12,NA,6,6,2,2,2,1,43,1,2,1
"1491",73407,2,1,9,3,1,9,1,3,1,79885.944355,81545.012365,2,1,15,15,3.31,6,6,0,4,2,2,42,1,5,1
"1492",73408,2,1,4,4,2,4,1,NA,1,27327.278423,31633.901196,12,1,9,9,3.14,3,3,1,0,2,2,56,1,3,4
"1493",73409,2,2,10,4,2,11,1,6,1,14401.160321,15127.404324,10,1,9,9,2.22,5,5,1,1,2,1,33,1,4,6
"1494",73410,2,2,11,3,2,11,1,4,1,41410.836674,42588.592205,8,1,15,15,5,4,4,1,1,2,2,44,1,5,1
"1495",73411,2,2,9,3,1,9,1,3,1,54686.954525,54338.183542,5,1,14,14,2.78,5,5,0,3,2,1,51,1,4,1
"1496",73412,2,1,11,2,1,11,1,3,2,22342.774946,22965.181804,15,1,2,2,0.26,5,5,0,3,2,2,38,2,4,4
"1497",73413,2,1,11,4,1,11,1,5,1,22268.312093,23317.442644,15,1,8,8,1.55,6,6,2,2,2,2,29,1,4,1
"1498",73414,2,1,5,2,2,5,1,NA,1,13631.186754,14419.517622,10,1,3,3,0.48,4,4,1,0,2,2,44,2,1,1
"1499",73415,2,1,3,1,2,4,1,NA,2,29476.215782,30017.545139,13,1,5,5,0.74,5,5,1,2,2,1,41,2,2,1
"1500",73416,2,2,7,4,2,7,1,3,1,20077.988353,21090.512226,5,1,5,5,1.04,4,4,0,2,2,1,42,1,2,1
"1501",73417,2,1,11,4,2,11,1,5,1,15029.198907,15737.27196,10,1,8,8,1.61,6,6,0,3,2,2,43,2,3,5
"1502",73418,2,2,4,2,2,5,1,NA,2,13311.169988,14444.409336,10,1,8,8,1.07,7,7,1,2,2,1,55,2,1,1
"1503",73419,2,2,14,3,1,14,1,8,1,36512.159546,38944.656499,6,1,6,6,1.98,2,2,0,1,2,2,36,1,4,5
"1504",73420,2,2,15,3,1,15,1,9,1,44874.53883,45361.870572,2,1,15,15,3.31,6,6,0,4,2,2,42,1,5,1
"1505",73421,2,1,15,3,2,15,1,9,1,36851.674629,38873.191468,6,1,15,15,5,4,4,0,2,2,2,58,1,5,1
"1506",73422,2,1,12,3,1,12,1,5,1,52684.108015,53977.62039,5,1,15,15,5,4,4,0,2,2,1,48,1,4,1
"1507",73423,2,1,3,3,2,3,1,NA,1,27429.719943,27979.572124,4,1,15,15,4.34,4,4,2,0,2,1,38,1,5,1
"1508",73424,2,1,3,3,2,3,1,NA,1,45708.481584,46178.783005,9,1,1,1,0.04,6,5,3,0,2,1,26,1,3,6
"1509",73425,2,2,7,5,2,7,2,0,1,46587.191258,47912.16623,8,1,14,14,4.19,3,3,0,1,2,1,40,2,5,1
"1510",73426,2,2,8,3,1,8,1,1,1,32596.51365,33668.626757,14,1,15,15,5,4,4,0,2,2,2,40,1,5,1
"1511",73427,2,2,12,3,2,12,1,6,1,24197.581654,30049.493685,12,1,9,9,2.04,5,5,1,3,2,2,34,1,4,3
"1512",73428,2,1,5,1,1,5,1,NA,1,23354.163437,23695.429529,3,1,7,7,1.36,6,6,2,0,1,2,78,1,4,1
"1513",73429,2,2,5,1,1,5,1,NA,1,32347.964347,34972.553135,2,1,14,14,3.47,4,4,2,0,2,2,26,1,5,1
"1514",73430,2,1,14,2,2,14,1,8,2,15057.004709,15029.943431,10,1,6,6,0.97,6,6,0,2,2,1,38,2,1,1
"1515",73431,2,1,7,3,1,7,1,1,1,39685.2007,41443.643461,14,1,14,14,3.47,4,4,0,2,2,1,40,1,5,1
"1516",73432,2,2,15,1,2,15,1,8,1,34313.808448,34670.670431,6,1,10,10,3.8,3,3,0,1,2,1,44,1,4,6
"1517",73433,2,1,6,3,2,6,1,0,1,54355.763436,54606.215051,9,1,14,14,2.78,5,5,1,2,2,1,41,1,5,1
"1518",73434,2,1,12,4,2,12,2,6,1,17935.283698,21714.006955,10,1,10,10,2.52,5,5,0,4,2,2,37,2,4,4
"1519",73435,2,2,15,4,2,15,1,9,1,18446.289779,19540.763794,10,1,15,15,3.72,7,7,0,4,2,1,37,1,5,1
"1520",73436,2,1,7,3,1,7,1,1,1,79885.944355,82633.336025,2,1,14,14,3.98,3,3,0,2,2,2,30,1,4,5
"1521",73437,2,2,11,3,2,11,1,4,1,45076.93129,46358.953326,6,1,14,14,5,2,2,0,1,2,1,46,1,5,3
"1522",73438,2,1,15,2,2,15,1,8,1,12033.025607,14423.329345,11,1,6,6,1.07,6,6,0,4,2,2,36,1,3,1
"1523",73439,2,1,8,1,1,8,1,2,2,33045.950141,33884.659195,2,1,5,5,1.04,4,4,1,1,2,1,32,2,1,1
"1524",73440,2,1,10,2,1,10,1,4,2,25431.339062,27152.862724,15,1,15,7,2.31,3,2,0,1,2,1,39,1,2,6
"1525",73441,2,2,9,3,2,9,1,3,1,47581.205251,48934.450733,6,1,15,15,5,3,3,0,1,2,2,41,2,5,1
